HITId,AssignmentId,startphrase,ending1,ending2,labels,valid
3SU800BH8621L0LTUKVZAZVY80RUQM,34QN5IT0T01IMU7B0L5HNLIFW0Q80J,That complex was a standing titan,The complex is strong,The complex has a noticeable weak point,0,1
3SU800BH8621L0LTUKVZAZVY80RUQM,34QN5IT0T01IMU7B0L5HNLIFW0Q80J,That complex was a standing Achilles,The complex is strong,The complex has a noticeable weak point,1,1
3SU800BH8621L0LTUKVZAZVY80RUQM,32UTUBMZ7H6HHT6Y6UDGZGY6Y39BV0,The man has the intelligence of a frog.,The man is stupid.,The man is smart.,0,1
3SU800BH8621L0LTUKVZAZVY80RUQM,32UTUBMZ7H6HHT6Y6UDGZGY6Y39BV0,The man has the intelligence of a brain surgeon.,The man is stupid.,The man is smart.,1,1
3SU800BH8621L0LTUKVZAZVY80RUQM,32UTUBMZ7H6HHT6Y6UDGZGY6Y39BV0,The actor is a bushwacker.,The actor is sloppy.,The actor is careful.,0,1
3SU800BH8621L0LTUKVZAZVY80RUQM,32UTUBMZ7H6HHT6Y6UDGZGY6Y39BV0,The actor is a ballerina.,The actor is sloppy.,The actor is careful.,1,1
3SU800BH8621L0LTUKVZAZVY80RUQM,32UTUBMZ7H6HHT6Y6UDGZGY6Y39BV0,The nurse is a yeti.,The nurse is sloppy.,The nurse is careful.,0,1
3SU800BH8621L0LTUKVZAZVY80RUQM,32UTUBMZ7H6HHT6Y6UDGZGY6Y39BV0,The nurse is a sculptor.,The nurse is sloppy.,The nurse is careful.,1,1
3SU800BH8621L0LTUKVZAZVY80RUQM,3GFK2QRXXARS72PUVURZIWHSVGK5WY,Cats are scratches come to life.,Cats are violent.,Cats are friendly.,0,1
3SU800BH8621L0LTUKVZAZVY80RUQM,3GFK2QRXXARS72PUVURZIWHSVGK5WY,Cats are companionship in animal form.,Cats are violent.,Cats are friendly.,1,1
3SU800BH8621L0LTUKVZAZVY80RUQM,3GFK2QRXXARS72PUVURZIWHSVGK5WY,The orcas are the serial killers of the ocean.,The orcas murder other fish.,The orcas protect the ocean.,0,1
3SU800BH8621L0LTUKVZAZVY80RUQM,3GFK2QRXXARS72PUVURZIWHSVGK5WY,The orcas are the babysitters of the ocean.,The orcas murder other fish.,The orcas protect the ocean.,1,1
3SU800BH8621L0LTUKVZAZVY80RUQM,3GFK2QRXXARS72PUVURZIWHSVGK5WY,The world is an old garbage can.,The world is awful.,The world is wonderful.,0,1
3SU800BH8621L0LTUKVZAZVY80RUQM,3GFK2QRXXARS72PUVURZIWHSVGK5WY,The world is an ice cream sundae.,The world is awful.,The world is wonderful.,1,1
3SU800BH8621L0LTUKVZAZVY80RUQM,3TE22NPXPCMY2H2A7J26ICSNBVR44F,The theory has the validity of A tall tale from Paul Bunyan,The theory is not valid,The theory is very solid and valid,0,1
3SU800BH8621L0LTUKVZAZVY80RUQM,3TE22NPXPCMY2H2A7J26ICSNBVR44F,The theory has the validity of Einstein's best work,The theory is not valid,The theory is very solid and valid,1,1
3SU800BH8621L0LTUKVZAZVY80RUQM,3TE22NPXPCMY2H2A7J26ICSNBVR44F,The critic's review of the concert rang of A disapproving rant from an angry mother,The critic's review was negative and bad,The critic's review was good and full of praise,0,1
3SU800BH8621L0LTUKVZAZVY80RUQM,3TE22NPXPCMY2H2A7J26ICSNBVR44F,The critic's review of the concert rang of The lavish praise given to a king,The critic's review was negative and bad,The critic's review was good and full of praise,1,1
3SU800BH8621L0LTUKVZAZVY80RUQM,3TE22NPXPCMY2H2A7J26ICSNBVR44F,The carpenter hit the nail with the force of A feather floating to the ground,The carpenter hit the nail softly,The carpenter hit the nail very hard,0,1
3SU800BH8621L0LTUKVZAZVY80RUQM,3TE22NPXPCMY2H2A7J26ICSNBVR44F,The carpenter hit the nail with the force of An artillery shell hitting a brick wall,The carpenter hit the nail softly,The carpenter hit the nail very hard,1,1
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3Z9WI9EOZ0YDSVF87I95JIQND1UHKP,every individuals follow their dream,every individuals got their own dreams,every individuals work for their dreams,0,0
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3Z9WI9EOZ0YDSVF87I95JIQND1UHKP,every individuals follow their goals,every individuals got their own dreams,every individuals work for their dreams,1,0
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3Z9WI9EOZ0YDSVF87I95JIQND1UHKP,The work is reliable,the work is boring,the work is tired,0,0
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3Z9WI9EOZ0YDSVF87I95JIQND1UHKP,The work is paid well,the work is boring,the work is tired,1,0
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3Z9WI9EOZ0YDSVF87I95JIQND1UHKP,people nowadays tend to be lazy,people nowadays are careless,people nowadays are helpful,0,0
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3Z9WI9EOZ0YDSVF87I95JIQND1UHKP,people nowadays tend to be crazy,people nowadays are careless,people nowadays are helpful,1,0
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,35USIKEBNSQY3CGU8CAHEJI1XF3N6C,The group of individuals was the size of The population of ants in an anthill,The group is large,The group is small,0,0
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,35USIKEBNSQY3CGU8CAHEJI1XF3N6C,The group of individuals was the size of A goose in a cage,The group is large,The group is small,1,0
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,35USIKEBNSQY3CGU8CAHEJI1XF3N6C,The detective had to instincts of A drunken moose,The detective was dull-witted,The detective was intelligent,0,1
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,35USIKEBNSQY3CGU8CAHEJI1XF3N6C,The detective had to instincts of Sherlock Holmes,The detective was dull-witted,The detective was intelligent,1,1
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,35USIKEBNSQY3CGU8CAHEJI1XF3N6C,The task group worked at the rate of A drop of frozen molasses,The group worked slowly,The group worked fast,0,1
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,35USIKEBNSQY3CGU8CAHEJI1XF3N6C,The task group worked at the rate of A bolt of greased lightening,The group worked slowly,The group worked fast,1,1
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3ND9UOO81LC69RSFNH76ZLDPHVNLWJ,The newspaper article read like a good novel.,"The newspaper article was interesting, well-written, and engaging to the reader.","The newspaper article was amateurish, sloppily-written, and simplistic.",0,1
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3ND9UOO81LC69RSFNH76ZLDPHVNLWJ,The newspaper article read like the work of a middle school journalist.,"The newspaper article was interesting, well-written, and engaging to the reader.","The newspaper article was amateurish, sloppily-written, and simplistic.",1,1
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3ND9UOO81LC69RSFNH76ZLDPHVNLWJ,The teacher was as successful in her occupation as a Rockefeller in his business ventures.,"The teacher was inventive, at the forefront of her occupation, and highly successful.","The teacher was unsuccessful, basically useless in getting anything accomplished.",0,1
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3ND9UOO81LC69RSFNH76ZLDPHVNLWJ,The teacher was as successful in her occupation as a lame-duck President.,"The teacher was inventive, at the forefront of her occupation, and highly successful.","The teacher was unsuccessful, basically useless in getting anything accomplished.",1,1
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3ND9UOO81LC69RSFNH76ZLDPHVNLWJ,The politician was as conniving as a House of Cards character.,"The politician was manipulative, only concerned with power, and loose with the truth.","The politician was innocent, sweet, and gentle in his disposition.",0,1
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3ND9UOO81LC69RSFNH76ZLDPHVNLWJ,The politician was as conniving as a Corgi.,"The politician was manipulative, only concerned with power, and loose with the truth.","The politician was innocent, sweet, and gentle in his disposition.",1,1
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3VBEN272ML9XGIX5SL0PP45WF20SG2,The man's outfit makes him look as sharp as a university professor,The man's outfit makes him look well put-together.,The man's outfit makes him look tawdry.,0,1
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3VBEN272ML9XGIX5SL0PP45WF20SG2,The man's outfit makes him look as sharp as a plumber,The man's outfit makes him look well put-together.,The man's outfit makes him look tawdry.,1,1
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3VBEN272ML9XGIX5SL0PP45WF20SG2,Her attention to detail was like a first grader's,She paid no attention to detail.,She paid a lot of attention to detail.,0,1
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3VBEN272ML9XGIX5SL0PP45WF20SG2,Her attention to detail was like an attorney's,She paid no attention to detail.,She paid a lot of attention to detail.,1,1
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3VBEN272ML9XGIX5SL0PP45WF20SG2,Her attention span was as long as an infinity pool,She could pay attention for a long time.,She could not pay attention.,0,1
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3VBEN272ML9XGIX5SL0PP45WF20SG2,Her attention span was as long as an Oompa Loompa,She could pay attention for a long time.,She could not pay attention.,1,1
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3SUWZRL0MZNU963HFD7YOWOSKY7E66,Individuals sometimes have the same opinions.,Individuals actually have a lot in common.,People can be very different.,0,0
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3SUWZRL0MZNU963HFD7YOWOSKY7E66,Individuals sometimes have nothing in common but being human.,Individuals actually have a lot in common.,People can be very different.,1,0
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3SUWZRL0MZNU963HFD7YOWOSKY7E66,Instinct will sometimes tell you to eat poisonous berries when hungry.,Instinct isn't always correct.,Trust your instinct.,0,0
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3SUWZRL0MZNU963HFD7YOWOSKY7E66,Instinct will sometimes tell you to avoid the unknown and follow a tried and true path.,Instinct isn't always correct.,Trust your instinct.,1,0
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3SUWZRL0MZNU963HFD7YOWOSKY7E66,Doing good work results in just being given more work to do.,Good work means people will ask you to do more.,Good work is an accomplishment.,0,0
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3SUWZRL0MZNU963HFD7YOWOSKY7E66,Doing good work results in accomplishing a completed task.,Good work means people will ask you to do more.,Good work is an accomplishment.,1,0
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3B2X28YI3XPW23RX5M58NOI7H2H6BN,The artist has the personality of a rotten birch tree.,The artist is mean.,The artist is kind.,0,1
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3B2X28YI3XPW23RX5M58NOI7H2H6BN,The artist has the personality of an elderly oak tree.,The artist is mean.,The artist is kind.,1,1
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3B2X28YI3XPW23RX5M58NOI7H2H6BN,The politician has the personality of a nursing home.,The politician is senile.,The politician is immature.,0,1
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3B2X28YI3XPW23RX5M58NOI7H2H6BN,The politician has the personality of a kindergarten classroom.,The politician is senile.,The politician is immature.,1,1
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3B2X28YI3XPW23RX5M58NOI7H2H6BN,Britney Spears is now the Ever Given Cargo Ship.,Britney Spears is free.,Britney Spears is media-haunted.,0,0
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3B2X28YI3XPW23RX5M58NOI7H2H6BN,Britney Spears is now the girl named Lucky.,Britney Spears is free.,Britney Spears is media-haunted.,1,0
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3LEP4MGT3HAVNC6CF9DMTUSZYW0DBY,He works like he's attached to the energy grid.,He works really hard.,He doesn't work really hard.,0,1
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3LEP4MGT3HAVNC6CF9DMTUSZYW0DBY,He works like like he's run out of charge.,He works really hard.,He doesn't work really hard.,1,1
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3LEP4MGT3HAVNC6CF9DMTUSZYW0DBY,Those two get along like a cold and vitamin-C.,They get along really poorly,They get along really well.,0,1
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3LEP4MGT3HAVNC6CF9DMTUSZYW0DBY,Those two get along like a cold and a cough.,They get along really poorly,They get along really well.,1,1
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3LEP4MGT3HAVNC6CF9DMTUSZYW0DBY,He can jump like a cat smelling wet food.,He can jump really well.,He can't jump really well.,0,1
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3LEP4MGT3HAVNC6CF9DMTUSZYW0DBY,He can jump like a cat with arthritis.,He can jump really well.,He can't jump really well.,1,1
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3DL65MZB8EPJPNCIP4K1AWG2GW4EC8,Those individuals are ants in a colony,The individuals are homogenous,The individuals are unique,0,1
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3DL65MZB8EPJPNCIP4K1AWG2GW4EC8,Those individuals are a bunch of snowflakes,The individuals are homogenous,The individuals are unique,1,1
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3DL65MZB8EPJPNCIP4K1AWG2GW4EC8,She has the instincts of a viscous cobra,She has aggressive instincts,She has docile instincts,0,1
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3DL65MZB8EPJPNCIP4K1AWG2GW4EC8,She has the instincts of a domesticated sheep,She has aggressive instincts,She has docile instincts,1,1
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3DL65MZB8EPJPNCIP4K1AWG2GW4EC8,The team worked with the cohesion of an automated assembly line,The team worked cohesively,The team was disorganized,0,1
3H4IKZHALBS3NDOSHRRWSA8ZVTBNN0,3DL65MZB8EPJPNCIP4K1AWG2GW4EC8,The team worked with the cohesion of a gaggle of wild geese,The team worked cohesively,The team was disorganized,1,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3FFJ6VRIL2YBB0JO97H80ACTYCTI0U,The wild love between the two was a supernova,The love was really wild,The love was not very wild,0,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3FFJ6VRIL2YBB0JO97H80ACTYCTI0U,The wild love between the two was a warm glass of milk,The love was really wild,The love was not very wild,1,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3FFJ6VRIL2YBB0JO97H80ACTYCTI0U,Their love was a psych ward,Their love was madness.,Their love was not mad.,0,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3FFJ6VRIL2YBB0JO97H80ACTYCTI0U,Their love was the discharge unit of a psych ward,Their love was madness.,Their love was not mad.,1,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3FFJ6VRIL2YBB0JO97H80ACTYCTI0U,Their love was a garden,Their love was natural and wild.,Their love was tame and man made.,0,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3FFJ6VRIL2YBB0JO97H80ACTYCTI0U,Their love was a city block,Their love was natural and wild.,Their love was tame and man made.,1,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3S4AW7T80CSU0P9VDB1N4TUYWT0L4Q,Your hair looks like a rag mop,Your hair is a mess and unappealing,Your hair is beautiful and lustrous,0,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3S4AW7T80CSU0P9VDB1N4TUYWT0L4Q,Your hair looks like silken threads,Your hair is a mess and unappealing,Your hair is beautiful and lustrous,1,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3S4AW7T80CSU0P9VDB1N4TUYWT0L4Q,The pudding tastes like Wet Dirt,The pudding is not at all edible,The pudding is delicious,0,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3S4AW7T80CSU0P9VDB1N4TUYWT0L4Q,The pudding tastes like A chocolate ocean.,The pudding is not at all edible,The pudding is delicious,1,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3S4AW7T80CSU0P9VDB1N4TUYWT0L4Q,Your perfume smells like Spoiled milk,The scent of the perfume is horrible,The scent of the perfume is fragrant,0,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3S4AW7T80CSU0P9VDB1N4TUYWT0L4Q,Your perfume smells like A flowery forest.,The scent of the perfume is horrible,The scent of the perfume is fragrant,1,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3U5JL4WY5LJP0JQKRU4BFNPL32WX4A,She has the imagination of an artist,She has a good imagination,She has no imagination,0,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3U5JL4WY5LJP0JQKRU4BFNPL32WX4A,She has the imagination of a rock,She has a good imagination,She has no imagination,1,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3U5JL4WY5LJP0JQKRU4BFNPL32WX4A,The grass was the green of an emerald,The grass was healthy and bright green,The grass was dying and ugly green,0,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3U5JL4WY5LJP0JQKRU4BFNPL32WX4A,The grass was the green of puke,The grass was healthy and bright green,The grass was dying and ugly green,1,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3U5JL4WY5LJP0JQKRU4BFNPL32WX4A,The old man had the health of a young stallion,The man was healthy,The man was not healthy,0,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3U5JL4WY5LJP0JQKRU4BFNPL32WX4A,The old man had the health of a dead cat,The man was healthy,The man was not healthy,1,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,35LDD5557BEZK9GJYFPIBNYJUT3KMN,The man drives his car as quickly as a crowded hotspot,The man drives really slow.,The man drives really fast.,0,0
3EQVJH0T40V98U71BPIVWPHVYZKTHU,35LDD5557BEZK9GJYFPIBNYJUT3KMN,The man drives his car as quickly as 5G WiFi.,The man drives really slow.,The man drives really fast.,1,0
3EQVJH0T40V98U71BPIVWPHVYZKTHU,35LDD5557BEZK9GJYFPIBNYJUT3KMN,The man is as anxious as a kid at the dentist's office,The man is extremely anxious.,The man is very calm.,0,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,35LDD5557BEZK9GJYFPIBNYJUT3KMN,The man is as anxious as a child who's asleep,The man is extremely anxious.,The man is very calm.,1,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,35LDD5557BEZK9GJYFPIBNYJUT3KMN,The girl's skin is as pale as milk,The girl's skin is super pale.,The girl's skin is tan.,0,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,35LDD5557BEZK9GJYFPIBNYJUT3KMN,The girl's skin is as pale as caramel sauce,The girl's skin is super pale.,The girl's skin is tan.,1,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3VFJCI1K409LF3XSDW0KZU00T3XRGZ,After finishing his invention he felt like Thomas Edison,The invention was very well done,The invention did not come out very well,0,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3VFJCI1K409LF3XSDW0KZU00T3XRGZ,After finishing his invention he felt like Dumb and Dumber,The invention was very well done,The invention did not come out very well,1,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3VFJCI1K409LF3XSDW0KZU00T3XRGZ,Man that boy has the brains of a dog eaten shoe,The boy is not very smart,The boy is a genius,0,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3VFJCI1K409LF3XSDW0KZU00T3XRGZ,Man that boy has the brains of a grandmaster chess player,The boy is not very smart,The boy is a genius,1,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3VFJCI1K409LF3XSDW0KZU00T3XRGZ,"My gosh, the girl is thicker than a loaf of bread",The girl is fairly thick,The girl is not very thick,0,0
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3VFJCI1K409LF3XSDW0KZU00T3XRGZ,"My gosh, the girl is thicker than a triscuit",The girl is fairly thick,The girl is not very thick,1,0
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3F6KKYWMNCBXOLV9IZIVKPSTFIGDNJ,My love is as strong as an ox,We are stronger together and yoked as one.,My love is malleable but just doesn't break,0,0
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3F6KKYWMNCBXOLV9IZIVKPSTFIGDNJ,My love is as strong as titanium,We are stronger together and yoked as one.,My love is malleable but just doesn't break,1,0
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3F6KKYWMNCBXOLV9IZIVKPSTFIGDNJ,The child's energy as destructive as a Tazmanian devil,The child had so much energy it was uncontrollable and hopped from one thing to the next,The child's energy is strong and wreaks havoc,0,0
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3F6KKYWMNCBXOLV9IZIVKPSTFIGDNJ,The child's energy as destructive as a hurricane,The child had so much energy it was uncontrollable and hopped from one thing to the next,The child's energy is strong and wreaks havoc,1,0
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3F6KKYWMNCBXOLV9IZIVKPSTFIGDNJ,The idea was as bright as the Albert Einstein,The idea was groundbreaking and ahead of it's time,The idea was so profound it's a guiding and leading idea.,0,0
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3F6KKYWMNCBXOLV9IZIVKPSTFIGDNJ,The idea was as bright as the north star,The idea was groundbreaking and ahead of it's time,The idea was so profound it's a guiding and leading idea.,1,0
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3L6L49WXW17GY06ALOLGN4Y1BMM45A,The madness has the depth of a deep chasm,The madness is very entire and crazy,"The madness is not too bad, the person is almost sane",0,0
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3L6L49WXW17GY06ALOLGN4Y1BMM45A,The madness has the depth of a kiddie pool,The madness is very entire and crazy,"The madness is not too bad, the person is almost sane",1,0
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3L6L49WXW17GY06ALOLGN4Y1BMM45A,The wild has the beauty of a colorful parrot,The wild is attractive and eye catching,The wild is small and boring looking,0,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3L6L49WXW17GY06ALOLGN4Y1BMM45A,The wild has the beauty of a mole,The wild is attractive and eye catching,The wild is small and boring looking,1,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3L6L49WXW17GY06ALOLGN4Y1BMM45A,Her idea of justice was as fair as a judge,Her idea was considered and just,Her idea of justice was random and poor,0,0
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3L6L49WXW17GY06ALOLGN4Y1BMM45A,Her idea of justice was as fair as a coin flip,Her idea was considered and just,Her idea of justice was random and poor,1,0
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3URFVVM166SDMCKE7IJEPC3QBYPUZ1,That dog has the fur of Chewbacca,The dog is very furry,The dog lacks fur,0,0
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3URFVVM166SDMCKE7IJEPC3QBYPUZ1,That dog has the fur of Dr. Evil's cat Mr. Bigglesworth,The dog is very furry,The dog lacks fur,1,0
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3URFVVM166SDMCKE7IJEPC3QBYPUZ1,That tiger has the stripes of Hatsune Miku's underwear,It has a lot of stripes,It has few stripes,0,0
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3URFVVM166SDMCKE7IJEPC3QBYPUZ1,That tiger has the stripes of a farm full of dairy cows,It has a lot of stripes,It has few stripes,1,0
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3URFVVM166SDMCKE7IJEPC3QBYPUZ1,These chips have the crunch of an uncooked bowl of ramen,The chips are super crunchy,They lack any crunch,0,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3URFVVM166SDMCKE7IJEPC3QBYPUZ1,These chips have the crunch of an overcooked bowl of ramen,The chips are super crunchy,They lack any crunch,1,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3HMIGG0U4MGFJP3W8TGQFDCZ8CUY8X,The story was as sad as a funeral,The story was sad,The story was fun and happy.,0,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3HMIGG0U4MGFJP3W8TGQFDCZ8CUY8X,The story was as sad as a party,The story was sad,The story was fun and happy.,1,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3HMIGG0U4MGFJP3W8TGQFDCZ8CUY8X,The fish was as big as an ox,The fish was large,The fish was small,0,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3HMIGG0U4MGFJP3W8TGQFDCZ8CUY8X,The fish was as big as a pebble,The fish was large,The fish was small,1,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3HMIGG0U4MGFJP3W8TGQFDCZ8CUY8X,The woman was as mad as a raging bull,The woman was very mad,The woman was not mad,0,1
3EQVJH0T40V98U71BPIVWPHVYZKTHU,3HMIGG0U4MGFJP3W8TGQFDCZ8CUY8X,The woman was as mad as a kitten,The woman was very mad,The woman was not mad,1,1
30P8I9JKOIVC5TRVFIH18A2QQB9V5V,34FNN24DCNJWW7KUAV9N3T2853ZY5Y,The pizza tastes like a cardboard box,The pizza is stale.,The pizza is delicious.,0,1
30P8I9JKOIVC5TRVFIH18A2QQB9V5V,34FNN24DCNJWW7KUAV9N3T2853ZY5Y,The pizza tastes like a Thanksgiving dinner,The pizza is stale.,The pizza is delicious.,1,1
30P8I9JKOIVC5TRVFIH18A2QQB9V5V,34FNN24DCNJWW7KUAV9N3T2853ZY5Y,That person has the strength of a gorilla,The person is strong.,The person is weak.,0,1
30P8I9JKOIVC5TRVFIH18A2QQB9V5V,34FNN24DCNJWW7KUAV9N3T2853ZY5Y,That person has the strength of a cotton ball,The person is strong.,The person is weak.,1,1
30P8I9JKOIVC5TRVFIH18A2QQB9V5V,34FNN24DCNJWW7KUAV9N3T2853ZY5Y,She has the personality of a cookie,She is friendly.,She is mean.,0,1
30P8I9JKOIVC5TRVFIH18A2QQB9V5V,34FNN24DCNJWW7KUAV9N3T2853ZY5Y,She has the personality of a crocodile,She is friendly.,She is mean.,1,1
30P8I9JKOIVC5TRVFIH18A2QQB9V5V,3LRKMWOKB6R420BCOY98JT8YRND2ZT,tasty hot dogs,very tasty and hot,very sweet,0,0
30P8I9JKOIVC5TRVFIH18A2QQB9V5V,3LRKMWOKB6R420BCOY98JT8YRND2ZT,tasty pancakes,very tasty and hot,very sweet,1,0
30P8I9JKOIVC5TRVFIH18A2QQB9V5V,3LRKMWOKB6R420BCOY98JT8YRND2ZT,product dell E5300 laptop,lowest price,highest price,0,0
30P8I9JKOIVC5TRVFIH18A2QQB9V5V,3LRKMWOKB6R420BCOY98JT8YRND2ZT,product apple laptop,lowest price,highest price,1,0
30P8I9JKOIVC5TRVFIH18A2QQB9V5V,3LRKMWOKB6R420BCOY98JT8YRND2ZT,digest toast,the toasting process good and digeatable,its a bailed poached and nausea,0,0
30P8I9JKOIVC5TRVFIH18A2QQB9V5V,3LRKMWOKB6R420BCOY98JT8YRND2ZT,digest eggs,the toasting process good and digeatable,its a bailed poached and nausea,1,0
30P8I9JKOIVC5TRVFIH18A2QQB9V5V,3TYCR1GOTDTA3MXKY4RDYP77YWMLZ2,The student displayed the genius of an ancient greek philosopher.,The student was creatively smart and prodigious.,The student is uncreative and derivative,0,0
30P8I9JKOIVC5TRVFIH18A2QQB9V5V,3TYCR1GOTDTA3MXKY4RDYP77YWMLZ2,The student displayed the genius of a ghostwriter.,The student was creatively smart and prodigious.,The student is uncreative and derivative,1,0
30P8I9JKOIVC5TRVFIH18A2QQB9V5V,3TYCR1GOTDTA3MXKY4RDYP77YWMLZ2,The meal was as big as a medieval king's feast.,"The meal had a lot of options, intended to be gorged.","The meal was not impressive in size and very few options, intended merely to be nourishing to the basic needs of the body.",0,0
30P8I9JKOIVC5TRVFIH18A2QQB9V5V,3TYCR1GOTDTA3MXKY4RDYP77YWMLZ2,The meal was as big as a medieval English peasant.,"The meal had a lot of options, intended to be gorged.","The meal was not impressive in size and very few options, intended merely to be nourishing to the basic needs of the body.",1,0
30P8I9JKOIVC5TRVFIH18A2QQB9V5V,3TYCR1GOTDTA3MXKY4RDYP77YWMLZ2,The new product possessed the creativity of a Da Vinci painting.,The new product is highly original and forward-thinking.,The new product is conventional and kitschy.,0,0
