startphrase,ending1,ending2,labels,ROBERTA,pred is correct
The tree was as old as a dinosaur,The tree was old,The tree was young,0,0,1
The tree was as old as a newborn baby,The tree was old,The tree was young,1,1,1
This life is a raging storm,This life is a crazy place to live in.,"This life is filled with good and bad things, happy and sad moments.",0,0,1
This life is a merry-go-round,This life is a crazy place to live in.,"This life is filled with good and bad things, happy and sad moments.",1,0,0
Chess is as easy as finger painting.,Chess is very easy.,Chess is very hard.,0,0,1
Chess is as hard as a mountain.,Chess is very easy.,Chess is very hard.,1,1,1
The park has all the appeal of a garbage dump on a hot day.,The park is disgusting.,The park is enticing.,0,0,1
The park has all the appeal of a free triple scoop ice cream cone on a hot day.,The park is disgusting.,The park is enticing.,1,1,1
The girl moved as fast as a cheetah,The girl was quick,The girl was slow,0,0,1
The girl moved as fast as a turtle,The girl was quick,The girl was slow,1,1,1
The pizza was as large as the moon,The pizza was enormous.,The pizza was tiny.,0,0,1
The pizza was as large as a polka dot,The pizza was enormous.,The pizza was tiny.,1,1,1
This cup had the filth of the Great Pacific garbage patch,It is quite dirty,It's clean as can be,0,0,1
This cup had the filth of a brand new dishwasher,It is quite dirty,It's clean as can be,1,1,1
Love is mysterious like magic,Love cannot always be explained (in a good way),Love is trouble,0,0,1
Love is mysterious like a witch,Love cannot always be explained (in a good way),Love is trouble,1,1,1
The fruit has the blueness of a depressed painter's canvas,Th fruit is very blue,The fruit isn't blue at all,0,0,1
The fruit has the blueness of medieval depictions of Hell,Th fruit is very blue,The fruit isn't blue at all,1,1,1
Her garden was its own world with biomes and ecosystems.,Her garden was teeming with life.,Her garden was filled with dead plants.,0,0,1
Her garden was a graveyard.,Her garden was teeming with life.,Her garden was filled with dead plants.,1,1,1
The girl's head is a balloon,The girl is ignorant.,The girl is very knowledgeable.,0,0,1
The girl's head is Wikipedia,The girl is ignorant.,The girl is very knowledgeable.,1,1,1
This place is as friendly as a party,This place is friendly,This place is unfriendly and hostile,0,0,1
This place is as friendly as a warzone,This place is friendly,This place is unfriendly and hostile,1,1,1
He had the energy of a powerline,He had lots of energy,He didn't have much energy,0,0,1
He had the energy of a sloth,He had lots of energy,He didn't have much energy,1,1,1
He cooked like a bomb-diffuser.,He was precise in his way of cooking.,He was bad at cooking.,0,1,0
He cooked like a monkey.,He was precise in his way of cooking.,He was bad at cooking.,1,1,1
The episode has the depth of a toilet.,The episode is boring.,The episode is interesting.,0,0,1
The episode has the depth of the mariana trench.,The episode is boring.,The episode is interesting.,1,1,1
The actor's skin is a piece of dead snake skin.,The actor's skin is bumpy and flaky.,The actor's skin is smooth.,0,0,1
The actor's skin is a piece of glass.,The actor's skin is bumpy and flaky.,The actor's skin is smooth.,1,1,1
The ceiling fan has the capacity of a clogged drain.,The fan has poor circulation.,The fan circulates efficiently.,0,0,1
The ceiling fan has the capacity of a whirling dervish.,The fan has poor circulation.,The fan circulates efficiently.,1,1,1
The enemy has all the menace of a monster,The enemy is menacing.,The enemy is nonthreatening.,0,0,1
The enemy has all the menace of a puppy,The enemy is menacing.,The enemy is nonthreatening.,1,1,1
The amount of his deceit was the Pacific Ocean,The deceit was large,The deceit was small,0,0,1
The amount of his deceit was a grain of sand,The deceit was large,The deceit was small,1,1,1
The length of the movie was a lifetime,The movie was long,The movie was short,0,0,1
The length of the movie was a blink,The movie was long,The movie was short,1,1,1
The inflation rate these days is a horse running out of a stable,Inflation has gotten out of control.,Inflation is under control.,0,0,1
The inflation rate these days is a pig in a pen,Inflation has gotten out of control.,Inflation is under control.,1,1,1
The interns are as common as kitchen sinks,There are tons of interns.,There aren't that many interns.,0,0,1
The interns are as common as rubies,There are tons of interns.,There aren't that many interns.,1,1,1
The car ride is like being lulled to sleep in your mother's arms,The car ride is smooth and soothing,The car ride is bumpy,0,0,1
The car ride is like mountain biking through a quarry,The car ride is smooth and soothing,The car ride is bumpy,1,1,1
That book was like paying your taxes,That book was boring and tedious,That book was a fun adventure,0,0,1
That book was like a trip to the Disneyworld,That book was boring and tedious,That book was a fun adventure,1,1,1
Her wit was a sharp as a tack,She was extremely witty.,She was dull at the best of times.,0,0,1
Her wit was a sharp as a marble,She was extremely witty.,She was dull at the best of times.,1,1,1
This song has the tempo of a bullet train,This song is fast,This song is slow,0,0,1
This song has the tempo of a snail,This song is fast,This song is slow,1,1,1
The fortress was as impenetrable as a wall,The fortress was well defended and reinforced.,The fortress was easily breached.,0,0,1
The fortress was as impenetrable as paper,The fortress was well defended and reinforced.,The fortress was easily breached.,1,1,1
The horse has the staying power of a three-legged dog.,The horse has little endurance.,The horse has lots of endurance.,0,0,1
The horse has the staying power of a nuclear submarine.,The horse has little endurance.,The horse has lots of endurance.,1,1,1
The opera's plot has the solidity of a block of swiss cheese.,The opera's plot has many holes.,The opera's plot is integral.,0,0,1
The opera's plot has the solidity of a brass ingot.,The opera's plot has many holes.,The opera's plot is integral.,1,0,0
The fortress appears as a boulder,The fortress is large,The fortress is small,0,0,1
The fortress appears as a pebble,The fortress is large,The fortress is small,1,1,1
This bag is as light as a party balloon,The bag is nearly weightless,The bag is extremely heavy,0,0,1
This bag is as light as a 600 lb gorilla,The bag is nearly weightless,The bag is extremely heavy,1,1,1
This place is as hot as fresh brewed coffee,This place is so hot it could burn you,This place is actually extremely cold,0,0,1
This place is as hot as Syberia in winter,This place is so hot it could burn you,This place is actually extremely cold,1,1,1
Her hair is A waterfall,Her hair is reflective and shiny,Her hair is dry and lifeless,0,0,1
Her hair is A bunch of dry hay,Her hair is reflective and shiny,Her hair is dry and lifeless,1,1,1
The temperature feels like inside a volcano,The temperature is extremely hot,The temperature is freezing cold,0,0,1
The temperature feels like outer space,The temperature is extremely hot,The temperature is freezing cold,1,1,1
This tree is as tall as the space needle,The tree is very tall,The tree is not tall at all,0,1,0
This tree is is as tall as an ant hill,The tree is very tall,The tree is not tall at all,1,1,1
The departmental store manager has a golden heart,The departmental store manager is kind and friendly.,"The departmental store manager is unfriendly, cruel and unkind",0,0,1
The departmental store manager has the heart hard as nails,The departmental store manager is kind and friendly.,"The departmental store manager is unfriendly, cruel and unkind",1,1,1
The old woman was a rocket.,"The old woman was feisty, fiery, energetic, kinetic.",The old woman was still and unmovable.,0,0,1
The old woman was a mountain,"The old woman was feisty, fiery, energetic, kinetic.",The old woman was still and unmovable.,1,1,1
The Brain is a Spider web,brain is hypersensitive and connects many things.,brain take one input and gives multiple output.,0,0,1
The Brain is a Prism,brain is hypersensitive and connects many things.,brain take one input and gives multiple output.,1,0,0
He is as loud as a teenager sneaking back into the house after curfew,He is quiet,He is loud,0,0,1
He is as loud as an elephant carrying a piano,He is quiet,He is loud,1,1,1
This water is as clear as the La Brea Tar Pits,The water is very murky,The water is very clear,0,0,1
This water is as clear as fresh rainwater in a bucket,The water is very murky,The water is very clear,1,1,1
Riding a motorcycle is as dangerous as jumping off a cliff,Riding a motorcycle is very dangerous,Riding a motorcycle isn't any more dangerous than doing normal everyday things.,0,0,1
Riding a motorcycle is as dangerous as walking down the street,Riding a motorcycle is very dangerous,Riding a motorcycle isn't any more dangerous than doing normal everyday things.,1,1,1
The fortress had the strength of a of a 1000 lb gorilla,The fortress was very strong,The fortress was very weak,0,0,1
The fortress had the strength of a new born baby,The fortress was very strong,The fortress was very weak,1,1,1
The witness is like Like an old broom,They know about all the dirt,They don't give up anything easily,0,1,0
The witness is like Like an All-Star linebacker,They know about all the dirt,They don't give up anything easily,1,1,1
The soldiers thought the war was as fun as a page from an adventure comic,"The war was fun, fanciful, and enjoyable.","The war was not fun, hard, and mind-numbing",0,0,1
The soldiers thought the war was as fun as a sheet of calculus problems,"The war was fun, fanciful, and enjoyable.","The war was not fun, hard, and mind-numbing",1,1,1
She is A fragile leaf,She is weak,She is strong,0,0,1
She is An unbreakable stone,She is weak,She is strong,1,1,1
That man has the laughter of booming thunder,It's a very loud and deep laugh,It's barely audible and high-pitched,0,0,1
That man has the laughter of a mouse,It's a very loud and deep laugh,It's barely audible and high-pitched,1,1,1
The event planning hit several storms in the process,The planning ran into several problems,The planning was easy and without issue,0,0,1
The event planning was met with clear skies,The planning ran into several problems,The planning was easy and without issue,1,1,1
He should be back before more sunlight reaches us,He will be back quickly,He will be back slowly,0,0,1
He should be back before the sun implodes,He will be back quickly,He will be back slowly,1,0,0
Her commitment to the cause was as sturdy as oak,She was committed,She was uncommitted,0,0,1
Her commitment to the cause was as sturdy as plywood,She was committed,She was uncommitted,1,1,1
The crowd's reaction to the performance fizzled like fireworks,The crowd was enthusiastic,The crowd was unenthusiastic,0,1,0
The crowd's reaction to the performance fizzled like flat soda,The crowd was enthusiastic,The crowd was unenthusiastic,1,1,1
The pilot flew like a ballet dancer,The pilot flew in a restrained way,The pilot flew in a creative way,0,1,0
The pilot flew like a modern dancer,The pilot flew in a restrained way,The pilot flew in a creative way,1,1,1
He had the air of a cult leader,People were intimidated by him,People were not intimidated by him,0,0,1
He had the air of a church leader,People were intimidated by him,People were not intimidated by him,1,0,0
The venture was charting new waters,The venture was innovative,The venture was unsuccessful,0,0,1
The venture was blown out to sea,The venture was innovative,The venture was unsuccessful,1,1,1
She was as bright as diamond,She was intelligent,She was unintelligent,0,0,1
She was as bright as obsidian,She was intelligent,She was unintelligent,1,1,1
Vanity is the quicksand of reason,Vanity destroys reason,Vanity motivates reason,0,0,1
Vanity is the tailwind of reason,Vanity destroys reason,Vanity motivates reason,1,1,1
The movie has the depth of the ocean,The movie is profound,The movie is vapid,0,0,1
The movie has the depth of a wading pool,The movie is profound,The movie is vapid,1,1,1
Even a monkey falls from a tree sometimes,Experts can fail sometimes,Novices can succeed sometimes,0,0,1
Even a monkey writes a sonnet sometimes,Experts can fail sometimes,Novices can succeed sometimes,1,1,1
Time is a crystal,You can't change the future,You can change the future,0,1,0
Time is a river,You can't change the future,You can change the future,1,1,1
The bar is a giant's step away,The bar is far away,The bar is close by,0,0,1
The bar is a cat's jump away,The bar is far away,The bar is close by,1,1,1
He had funnels in his ears throughout the lecture,He did pay attention,He did not pay attention,0,0,1
He had cotton in his ears throughout the lecture,He did pay attention,He did not pay attention,1,1,1
The conference had a rivulet of submission,There were few submissions,There were many submissions,0,0,1
The conference had a tsunami of submissions,There were few submissions,There were many submissions,1,1,1
She's about as sharp as a knife,She is smart,She is dimwitted,0,0,1
She's about as sharp as a spoon,She is smart,She is dimwitted,1,1,1
The software is a fortress,The software is well protected,the software is messy,0,0,1
The software is a ball of yarn,The software is well protected,the software is messy,1,1,1
Her gaze is a laser,Her gaze is focused,Her gaze is diffuse,0,0,1
Her gaze is a disco ball,Her gaze is focused,Her gaze is diffuse,1,1,1
The foundation of the argument was titanium,The argument was sound,The argument was unsound,0,0,1
The foundation of the argument was puff pastry,The argument was sound,The argument was unsound,1,1,1
She is as dull as a knife,She is intelligent,She is unintelligent,0,0,1
She is as dull as a spoon,She is intelligent,She is unintelligent,1,1,1
The atom is like a solar system,Electrons orbit the nucleus,Electrons are in probability densities,0,0,1
The atom is like a cloud,Electrons orbit the nucleus,Electrons are in probability densities,1,1,1
The patient's blood vessels are highways,Blood is flowing smoothly,Blood is being blocked,0,0,1
The patient's blood vessels are a closet hallway,Blood is flowing smoothly,Blood is being blocked,1,1,1
Chromosomes are like spaghetti,Chromosomes are messy,Chromosomes are well organized,0,0,1
Chromosomes are like a tapestry,Chromosomes are messy,Chromosomes are well organized,1,1,1
The nuclear reaction happened like falling dominoes,There were multiple steps to the reaction,The reaction happened all at once,0,0,1
The nuclear reaction happened like a snap,There were multiple steps to the reaction,The reaction happened all at once,1,1,1
The camera is a cyclops,The camera has one lens,The camera has multiple lenses,0,1,0
The camera is a spider,The camera has one lens,The camera has multiple lenses,1,1,1
The current is a stream,The current is continuous,The current is discrete,0,0,1
The current is morse code,The current is continuous,The current is discrete,1,1,1
A chemical reaction is like a ballroom dance,The reaction is orderly,The reaction is disorderly,0,0,1
A chemical reaction is like a riot,The reaction is orderly,The reaction is disorderly,1,1,1
